n,probability,1/sqrt(ln(n)),ratio,original_success,inverted_success,both_success,none_success
5721,0.2702,0.339973,0.794769,0.26854,0.27186,0,0.4596
5722,0.27047,0.339969,0.795571,0.26944,0.2715,0,0.45906
5723,0.27097,0.339966,0.79705,0.2682,0.27374,0,0.45806
5724,0.27105,0.339963,0.797294,0.27096,0.27114,0,0.4579
5725,0.2709,0.339959,0.79686,0.27132,0.27048,0,0.4582
5726,0.26866,0.339956,0.790279,0.27034,0.26698,0,0.46268
5727,0.26996,0.339952,0.794111,0.26794,0.27198,0,0.46008
5728,0.27178,0.339949,0.799473,0.27166,0.2719,0,0.45644
5729,0.27134,0.339945,0.798187,0.26968,0.273,0,0.45732
5730,0.26976,0.339942,0.793547,0.26864,0.27088,0,0.46048
5731,0.26883,0.339939,0.790819,0.2692,0.26846,0,0.46234
5732,0.27104,0.339935,0.797329,0.26998,0.2721,0,0.45792
5733,0.26957,0.339932,0.793012,0.26982,0.26932,0,0.46086
5734,0.27165,0.339928,0.799139,0.27368,0.26962,0,0.4567
5735,0.26908,0.339925,0.791587,0.26922,0.26894,0,0.46184
5736,0.27052,0.339921,0.795831,0.27088,0.27016,0,0.45896
5737,0.26839,0.339918,0.789573,0.2691,0.26768,0,0.46322
5738,0.27111,0.339915,0.797583,0.2683,0.27392,0,0.45778
5739,0.27025,0.339911,0.795061,0.272,0.2685,0,0.4595
5740,0.27094,0.339908,0.797099,0.27048,0.2714,0,0.45812
5741,0.26981,0.339904,0.793782,0.26838,0.27124,0,0.46038
5742,0.27,0.339901,0.794349,0.26866,0.27134,0,0.46
5743,0.27161,0.339898,0.799094,0.2703,0.27292,0,0.45678
5744,0.27013,0.339894,0.794748,0.27164,0.26862,0,0.45974
5745,0.27015,0.339891,0.794814,0.26976,0.27054,0,0.4597
5746,0.26976,0.339887,0.793675,0.27052,0.269,0,0.46048
5747,0.26778,0.339884,0.787857,0.26682,0.26874,0,0.46444
5748,0.26947,0.33988,0.792838,0.27078,0.26816,0,0.46106
5749,0.27046,0.339877,0.795758,0.27186,0.26906,0,0.45908
5750,0.27022,0.339874,0.79506,0.2718,0.26864,0,0.45956
5751,0.2702,0.33987,0.795009,0.26892,0.27148,0,0.4596
5752,0.27158,0.339867,0.799078,0.27112,0.27204,0,0.45684
5753,0.27029,0.339863,0.79529,0.271,0.26958,0,0.45942
5754,0.27077,0.33986,0.796711,0.2671,0.27444,0,0.45846
5755,0.27194,0.339857,0.800161,0.27074,0.27314,0,0.45612
5756,0.26977,0.339853,0.793784,0.27204,0.2675,0,0.46046
5757,0.27082,0.33985,0.796882,0.2708,0.27084,0,0.45836
5758,0.27108,0.339846,0.797655,0.26886,0.2733,0,0.45784
5759,0.27237,0.339843,0.801459,0.274,0.27074,0,0.45526
5760,0.27165,0.339839,0.799348,0.27228,0.27102,0,0.4567
5761,0.26961,0.339836,0.793353,0.2681,0.27112,0,0.46078
5762,0.26945,0.339833,0.79289,0.26982,0.26908,0,0.4611
5763,0.27069,0.339829,0.796547,0.27078,0.2706,0,0.45862
5764,0.27052,0.339826,0.796055,0.26682,0.27422,0,0.45896
5765,0.27042,0.339822,0.795768,0.26912,0.27172,0,0.45916
5766,0.2713,0.339819,0.798366,0.2725,0.2701,0,0.4574
5767,0.27004,0.339816,0.794666,0.27074,0.26934,0,0.45992
5768,0.27068,0.339812,0.796558,0.26884,0.27252,0,0.45864
5769,0.26917,0.339809,0.792122,0.26772,0.27062,0,0.46166
5770,0.27071,0.339805,0.796662,0.2704,0.27102,0,0.45858
5771,0.27032,0.339802,0.795522,0.26934,0.2713,0,0.45936
5772,0.27006,0.339799,0.794765,0.26912,0.271,0,0.45988
5773,0.27041,0.339795,0.795803,0.26662,0.2742,0,0.45918
5774,0.2698,0.339792,0.794016,0.2686,0.271,0,0.4604
5775,0.26965,0.339788,0.793582,0.27036,0.26894,0,0.4607
5776,0.27095,0.339785,0.797416,0.26946,0.27244,0,0.4581
5777,0.26972,0.339782,0.793804,0.27024,0.2692,0,0.46056
5778,0.27096,0.339778,0.797461,0.27166,0.27026,0,0.45808
5779,0.26935,0.339775,0.792731,0.272,0.2667,0,0.4613
5780,0.27016,0.339771,0.795123,0.27014,0.27018,0,0.45968
5781,0.27109,0.339768,0.797868,0.2722,0.26998,0,0.45782
5782,0.26974,0.339765,0.793902,0.26752,0.27196,0,0.46052
5783,0.27014,0.339761,0.795088,0.27116,0.26912,0,0.45972
5784,0.26948,0.339758,0.793153,0.26724,0.27172,0,0.46104
5785,0.27039,0.339755,0.795839,0.26938,0.2714,0,0.45922
5786,0.26987,0.339751,0.794317,0.27008,0.26966,0,0.46026
5787,0.26858,0.339748,0.790528,0.26942,0.26774,0,0.46284
5788,0.27135,0.339744,0.798689,0.27046,0.27224,0,0.4573
5789,0.271,0.339741,0.797667,0.27124,0.27076,0,0.458
5790,0.26953,0.339738,0.793348,0.27076,0.2683,0,0.46094
5791,0.27033,0.339734,0.79571,0.26986,0.2708,0,0.45934
5792,0.2699,0.339731,0.794453,0.27204,0.26776,0,0.4602
5793,0.27159,0.339727,0.799435,0.27166,0.27152,0,0.45682
5794,0.26914,0.339724,0.792231,0.26934,0.26894,0,0.46172
5795,0.27172,0.339721,0.799834,0.27228,0.27116,0,0.45656
5796,0.27113,0.339717,0.798105,0.26946,0.2728,0,0.45774
5797,0.27213,0.339714,0.801056,0.27454,0.26972,0,0.45574
5798,0.26928,0.339711,0.792675,0.2682,0.27036,0,0.46144
5799,0.26902,0.339707,0.791917,0.26968,0.26836,0,0.46196
5800,0.27029,0.339704,0.795664,0.26752,0.27306,0,0.45942
5801,0.26803,0.3397,0.789019,0.26646,0.2696,0,0.46394
5802,0.27019,0.339697,0.795385,0.26932,0.27106,0,0.45962
5803,0.27053,0.339694,0.796394,0.2687,0.27236,0,0.45894
5804,0.27165,0.33969,0.799699,0.26962,0.27368,0,0.4567
5805,0.27023,0.339687,0.795527,0.27168,0.26878,0,0.45954
5806,0.27,0.339683,0.794858,0.27112,0.26888,0,0.46
5807,0.26988,0.33968,0.794512,0.27282,0.26694,0,0.46024
5808,0.27122,0.339677,0.798465,0.26894,0.2735,0,0.45756
5809,0.27081,0.339673,0.797266,0.27198,0.26964,0,0.45838
5810,0.27028,0.33967,0.795713,0.2685,0.27206,0,0.45944
5811,0.271,0.339667,0.797841,0.2718,0.2702,0,0.458
5812,0.27021,0.339663,0.795523,0.26926,0.27116,0,0.45958
5813,0.27072,0.33966,0.797033,0.27128,0.27016,0,0.45856
5814,0.27044,0.339657,0.796216,0.26806,0.27282,0,0.45912
5815,0.27039,0.339653,0.796077,0.26974,0.27104,0,0.45922
5816,0.2725,0.33965,0.802297,0.27238,0.27262,0,0.455
5817,0.2699,0.339646,0.79465,0.26934,0.27046,0,0.4602
5818,0.26832,0.339643,0.790006,0.268,0.26864,0,0.46336
5819,0.27063,0.33964,0.796815,0.27402,0.26724,0,0.45874
5820,0.26885,0.339636,0.791582,0.2684,0.2693,0,0.4623
5821,0.27146,0.339633,0.799275,0.26786,0.27506,0,0.45708
5822,0.26866,0.33963,0.791038,0.26832,0.269,0,0.46268
5823,0.26988,0.339626,0.794638,0.27028,0.26948,0,0.46024
5824,0.26893,0.339623,0.791849,0.26592,0.27194,0,0.46214
5825,0.27114,0.339619,0.798364,0.26936,0.27292,0,0.45772
5826,0.27142,0.339616,0.799196,0.26806,0.27478,0,0.45716
5827,0.27124,0.339613,0.798674,0.2697,0.27278,0,0.45752
5828,0.27022,0.339609,0.795679,0.27378,0.26666,0,0.45956
5829,0.2702,0.339606,0.795628,0.27188,0.26852,0,0.4596
5830,0.27037,0.339603,0.796136,0.2674,0.27334,0,0.45926
5831,0.26872,0.339599,0.791285,0.26698,0.27046,0,0.46256
5832,0.26974,0.339596,0.794297,0.2713,0.26818,0,0.46052
5833,0.27058,0.339593,0.796778,0.27074,0.27042,0,0.45884
5834,0.26993,0.339589,0.794872,0.26856,0.2713,0,0.46014
5835,0.26915,0.339586,0.792583,0.26948,0.26882,0,0.4617
5836,0.27085,0.339583,0.797597,0.27076,0.27094,0,0.4583
5837,0.26914,0.339579,0.792569,0.27036,0.26792,0,0.46172
5838,0.268,0.339576,0.78922,0.26968,0.26632,0,0.464
5839,0.27116,0.339572,0.798534,0.27154,0.27078,0,0.45768
5840,0.26986,0.339569,0.794713,0.27146,0.26826,0,0.46028
5841,0.27203,0.339566,0.801111,0.27244,0.27162,0,0.45594
5842,0.26939,0.339562,0.793345,0.27002,0.26876,0,0.46122
5843,0.27117,0.339559,0.798594,0.27214,0.2702,0,0.45766
5844,0.26929,0.339556,0.793066,0.26818,0.2704,0,0.46142
5845,0.27147,0.339552,0.799494,0.27072,0.27222,0,0.45706
5846,0.27016,0.339549,0.795644,0.27268,0.26764,0,0.45968
5847,0.27299,0.339546,0.803986,0.2742,0.27178,0,0.45402
5848,0.27069,0.339542,0.79722,0.27058,0.2708,0,0.45862
5849,0.26741,0.339539,0.787568,0.26658,0.26824,0,0.46518
5850,0.27064,0.339536,0.797089,0.2715,0.26978,0,0.45872
5851,0.27011,0.339532,0.795536,0.27088,0.26934,0,0.45978
5852,0.27037,0.339529,0.796309,0.26898,0.27176,0,0.45926
5853,0.27213,0.339526,0.801501,0.27362,0.27064,0,0.45574
5854,0.27046,0.339522,0.79659,0.2698,0.27112,0,0.45908
5855,0.26949,0.339519,0.793741,0.26782,0.27116,0,0.46102
5856,0.27132,0.339516,0.799139,0.26812,0.27452,0,0.45736
5857,0.26913,0.339512,0.792696,0.26828,0.26998,0,0.46174
5858,0.26902,0.339509,0.79238,0.2706,0.26744,0,0.46196
5859,0.27017,0.339506,0.795775,0.26948,0.27086,0,0.45966
5860,0.27086,0.339502,0.797815,0.26986,0.27186,0,0.45828
5861,0.27034,0.339499,0.796291,0.27022,0.27046,0,0.45932
5862,0.2712,0.339496,0.798832,0.2724,0.27,0,0.4576
5863,0.26972,0.339492,0.794481,0.27142,0.26802,0,0.46056
5864,0.27123,0.339489,0.798936,0.27096,0.2715,0,0.45754
5865,0.27082,0.339486,0.797737,0.2708,0.27084,0,0.45836
5866,0.269,0.339482,0.792383,0.27058,0.26742,0,0.462
5867,0.2713,0.339479,0.799166,0.2707,0.2719,0,0.4574
5868,0.26786,0.339476,0.789041,0.26692,0.2688,0,0.46428
5869,0.2698,0.339472,0.794763,0.26944,0.27016,0,0.4604
5870,0.27075,0.339469,0.797569,0.26924,0.27226,0,0.4585
5871,0.27066,0.339466,0.797312,0.2725,0.26882,0,0.45868
5872,0.26999,0.339462,0.795346,0.27086,0.26912,0,0.46002
5873,0.26985,0.339459,0.794942,0.2713,0.2684,0,0.4603
5874,0.26888,0.339456,0.792092,0.26838,0.26938,0,0.46224
5875,0.26897,0.339452,0.792365,0.27072,0.26722,0,0.46206
5876,0.27169,0.339449,0.800386,0.27306,0.27032,0,0.45662
5877,0.27016,0.339446,0.795886,0.27352,0.2668,0,0.45968
5878,0.26999,0.339442,0.795393,0.27274,0.26724,0,0.46002
5879,0.27012,0.339439,0.795784,0.27036,0.26988,0,0.45976
5880,0.27037,0.339436,0.796528,0.27096,0.26978,0,0.45926
5881,0.27034,0.339432,0.796448,0.26996,0.27072,0,0.45932
5882,0.27068,0.339429,0.797457,0.2702,0.27116,0,0.45864
5883,0.27164,0.339426,0.800293,0.27142,0.27186,0,0.45672
5884,0.2708,0.339422,0.797826,0.27222,0.26938,0,0.4584
5885,0.26919,0.339419,0.793091,0.26894,0.26944,0,0.46162
5886,0.27147,0.339416,0.799816,0.27338,0.26956,0,0.45706
5887,0.26901,0.339412,0.792576,0.26794,0.27008,0,0.46198
5888,0.26983,0.339409,0.795,0.2719,0.26776,0,0.46034
5889,0.27069,0.339406,0.797541,0.26754,0.27384,0,0.45862
5890,0.27015,0.339402,0.795958,0.27016,0.27014,0,0.4597
5891,0.27202,0.339399,0.801475,0.27088,0.27316,0,0.45596
5892,0.26944,0.339396,0.793882,0.2689,0.26998,0,0.46112
5893,0.26984,0.339392,0.795068,0.27004,0.26964,0,0.46032
5894,0.26911,0.339389,0.792925,0.26762,0.2706,0,0.46178
5895,0.27001,0.339386,0.795584,0.26938,0.27064,0,0.45998
5896,0.2689,0.339382,0.792321,0.26992,0.26788,0,0.4622
5897,0.27027,0.339379,0.796366,0.27166,0.26888,0,0.45946
5898,0.26819,0.339376,0.790245,0.26966,0.26672,0,0.46362
5899,0.26995,0.339373,0.795439,0.2674,0.2725,0,0.4601
5900,0.27012,0.339369,0.795947,0.27082,0.26942,0,0.45976
5901,0.267,0.339366,0.786761,0.26638,0.26762,0,0.466
5902,0.269,0.339363,0.792663,0.2684,0.2696,0,0.462
5903,0.27004,0.339359,0.795735,0.26724,0.27284,0,0.45992
5904,0.27011,0.339356,0.795949,0.2692,0.27102,0,0.45978
5905,0.2707,0.339353,0.797695,0.27138,0.27002,0,0.4586
5906,0.26904,0.339349,0.792811,0.27034,0.26774,0,0.46192
5907,0.26792,0.339346,0.789519,0.26642,0.26942,0,0.46416
5908,0.27117,0.339343,0.799104,0.27136,0.27098,0,0.45766
5909,0.2713,0.339339,0.799495,0.27206,0.27054,0,0.4574
5910,0.26926,0.339336,0.793491,0.272,0.26652,0,0.46148
5911,0.26936,0.339333,0.793793,0.27046,0.26826,0,0.46128
5912,0.27024,0.339329,0.796394,0.26848,0.272,0,0.45952
5913,0.27024,0.339326,0.796402,0.27068,0.2698,0,0.45952
5914,0.27119,0.339323,0.799209,0.2699,0.27248,0,0.45762
5915,0.27281,0.33932,0.803991,0.27154,0.27408,0,0.45438
5916,0.27009,0.339316,0.795983,0.27154,0.26864,0,0.45982
5917,0.26822,0.339313,0.79048,0.26544,0.271,0,0.46356
5918,0.27051,0.33931,0.797236,0.26866,0.27236,0,0.45898
5919,0.27055,0.339306,0.797362,0.27142,0.26968,0,0.4589
5920,0.26983,0.339303,0.795248,0.2696,0.27006,0,0.46034
5921,0.26993,0.3393,0.79555,0.26838,0.27148,0,0.46014
5922,0.27146,0.339296,0.800067,0.27136,0.27156,0,0.45708
5923,0.26945,0.339293,0.794151,0.27204,0.26686,0,0.4611
5924,0.26989,0.33929,0.795455,0.27082,0.26896,0,0.46022
5925,0.26925,0.339287,0.793577,0.26784,0.27066,0,0.4615
5926,0.26947,0.339283,0.794233,0.2721,0.26684,0,0.46106
5927,0.27104,0.33928,0.798868,0.26966,0.27242,0,0.45792
5928,0.27025,0.339277,0.796547,0.26928,0.27122,0,0.4595
5929,0.27194,0.339273,0.801536,0.27362,0.27026,0,0.45612
5930,0.26994,0.33927,0.795649,0.27178,0.2681,0,0.46012
5931,0.26967,0.339267,0.794861,0.26852,0.27082,0,0.46066
5932,0.27046,0.339264,0.797197,0.27116,0.26976,0,0.45908
5933,0.26808,0.33926,0.79019,0.26944,0.26672,0,0.46384
5934,0.26855,0.339257,0.791583,0.26908,0.26802,0,0.4629
5935,0.26864,0.339254,0.791856,0.26884,0.26844,0,0.46272
5936,0.27106,0.33925,0.798997,0.2687,0.27342,0,0.45788
5937,0.26847,0.339247,0.79137,0.26974,0.2672,0,0.46306
5938,0.27036,0.339244,0.796949,0.27006,0.27066,0,0.45928
5939,0.27072,0.339241,0.798018,0.2689,0.27254,0,0.45856
5940,0.27092,0.339237,0.798615,0.27096,0.27088,0,0.45816
5941,0.26777,0.339234,0.789337,0.26652,0.26902,0,0.46446
5942,0.27062,0.339231,0.797746,0.27162,0.26962,0,0.45876
5943,0.26813,0.339227,0.790414,0.26912,0.26714,0,0.46374
5944,0.27067,0.339224,0.797909,0.27262,0.26872,0,0.45866
5945,0.26974,0.339221,0.795175,0.2738,0.26568,0,0.46052
5946,0.26829,0.339218,0.790908,0.26614,0.27044,0,0.46342
5947,0.27002,0.339214,0.796016,0.26974,0.2703,0,0.45996
5948,0.26975,0.339211,0.795228,0.27054,0.26896,0,0.4605
5949,0.27025,0.339208,0.79671,0.2692,0.2713,0,0.4595
5950,0.26976,0.339204,0.795273,0.26952,0.27,0,0.46048
5951,0.27178,0.339201,0.801236,0.275,0.26856,0,0.45644
5952,0.26914,0.339198,0.79346,0.26928,0.269,0,0.46172
5953,0.27004,0.339195,0.796121,0.2675,0.27258,0,0.45992
5954,0.26891,0.339191,0.792798,0.26406,0.27376,0,0.46218
5955,0.27004,0.339188,0.796137,0.27006,0.27002,0,0.45992
5956,0.26935,0.339185,0.79411,0.26866,0.27004,0,0.4613
5957,0.26959,0.339181,0.794825,0.27216,0.26702,0,0.46082
5958,0.26981,0.339178,0.795482,0.27082,0.2688,0,0.46038
5959,0.26725,0.339175,0.787942,0.26998,0.26452,0,0.4655
5960,0.26873,0.339172,0.792313,0.27014,0.26732,0,0.46254
5961,0.27098,0.339168,0.798954,0.27128,0.27068,0,0.45804
5962,0.26901,0.339165,0.793154,0.26838,0.26964,0,0.46198
5963,0.27098,0.339162,0.79897,0.27058,0.27138,0,0.45804
5964,0.27121,0.339159,0.799656,0.27222,0.2702,0,0.45758
5965,0.26826,0.339155,0.790965,0.26606,0.27046,0,0.46348
5966,0.26927,0.339152,0.793951,0.27058,0.26796,0,0.46146
5967,0.2702,0.339149,0.796701,0.26818,0.27222,0,0.4596
5968,0.26952,0.339145,0.794703,0.27036,0.26868,0,0.46096
5969,0.26996,0.339142,0.796008,0.2719,0.26802,0,0.46008
5970,0.26902,0.339139,0.793244,0.26918,0.26886,0,0.46196
5971,0.26848,0.339136,0.79166,0.26866,0.2683,0,0.46304
5972,0.26894,0.339132,0.793024,0.26904,0.26884,0,0.46212
5973,0.27169,0.339129,0.80114,0.274,0.26938,0,0.45662
5974,0.26851,0.339126,0.791771,0.26748,0.26954,0,0.46298
5975,0.26915,0.339123,0.793666,0.27302,0.26528,0,0.4617
5976,0.26848,0.339119,0.791698,0.26912,0.26784,0,0.46304
5977,0.26929,0.339116,0.794094,0.26958,0.269,0,0.46142
5978,0.26814,0.339113,0.79071,0.26858,0.2677,0,0.46372
5979,0.27009,0.33911,0.796468,0.27084,0.26934,0,0.45982
5980,0.26872,0.339106,0.792436,0.2692,0.26824,0,0.46256
5981,0.27036,0.339103,0.79728,0.26702,0.2737,0,0.45928
5982,0.2712,0.3391,0.799765,0.27206,0.27034,0,0.4576
5983,0.27182,0.339097,0.801601,0.27202,0.27162,0,0.45636
5984,0.2696,0.339093,0.795062,0.27108,0.26812,0,0.4608
5985,0.26978,0.33909,0.7956,0.2692,0.27036,0,0.46044
5986,0.26804,0.339087,0.790476,0.2668,0.26928,0,0.46392
5987,0.26785,0.339083,0.789923,0.26884,0.26686,0,0.4643
5988,0.2719,0.33908,0.801875,0.27124,0.27256,0,0.4562
5989,0.26883,0.339077,0.792829,0.26936,0.2683,0,0.46234
5990,0.27007,0.339074,0.796493,0.26682,0.27332,0,0.45986
5991,0.26816,0.33907,0.790868,0.26888,0.26744,0,0.46368
5992,0.26893,0.339067,0.793147,0.26812,0.26974,0,0.46214
5993,0.26974,0.339064,0.795543,0.27166,0.26782,0,0.46052
5994,0.26744,0.339061,0.788767,0.26778,0.2671,0,0.46512
5995,0.26988,0.339057,0.795971,0.26898,0.27078,0,0.46024
5996,0.27005,0.339054,0.79648,0.27126,0.26884,0,0.4599
5997,0.27086,0.339051,0.798877,0.2747,0.26702,0,0.45828
5998,0.27075,0.339048,0.79856,0.2723,0.2692,0,0.4585
5999,0.27131,0.339044,0.80022,0.27062,0.272,0,0.45738
6000,0.27204,0.339041,0.80238,0.27198,0.2721,0,0.45592
6001,0.26861,0.339038,0.792271,0.26786,0.26936,0,0.46278
6002,0.26993,0.339035,0.796172,0.2711,0.26876,0,0.46014
6003,0.26787,0.339031,0.790104,0.26528,0.27046,0,0.46426
6004,0.26996,0.339028,0.796276,0.27088,0.26904,0,0.46008
6005,0.26925,0.339025,0.794189,0.27064,0.26786,0,0.4615
6006,0.26937,0.339022,0.794551,0.26818,0.27056,0,0.46126
6007,0.27165,0.339018,0.801284,0.2711,0.2722,0,0.4567
6008,0.27067,0.339015,0.798401,0.27046,0.27088,0,0.45866
6009,0.26904,0.339012,0.7936,0.26878,0.2693,0,0.46192
6010,0.27112,0.339009,0.799743,0.27078,0.27146,0,0.45776
6011,0.27004,0.339006,0.796565,0.27134,0.26874,0,0.45992
6012,0.26924,0.339002,0.794213,0.26966,0.26882,0,0.46152
6013,0.26861,0.338999,0.792362,0.2699,0.26732,0,0.46278
6014,0.27004,0.338996,0.796588,0.27076,0.26932,0,0.45992
6015,0.26905,0.338993,0.793675,0.26816,0.26994,0,0.4619
6016,0.26956,0.338989,0.795187,0.26634,0.27278,0,0.46088
6017,0.26987,0.338986,0.796109,0.2707,0.26904,0,0.46026
6018,0.2696,0.338983,0.79532,0.27144,0.26776,0,0.4608
6019,0.26837,0.33898,0.7917,0.26846,0.26828,0,0.46326
6020,0.26962,0.338976,0.795395,0.26772,0.27152,0,0.46076
6021,0.27061,0.338973,0.798323,0.2701,0.27112,0,0.45878
6022,0.26889,0.33897,0.793256,0.26826,0.26952,0,0.46222
6023,0.26832,0.338967,0.791582,0.27024,0.2664,0,0.46336
6024,0.27071,0.338963,0.798641,0.26872,0.2727,0,0.45858
6025,0.27255,0.33896,0.804077,0.27216,0.27294,0,0.4549
6026,0.27271,0.338957,0.804556,0.27586,0.26956,0,0.45458
6027,0.26897,0.338954,0.79353,0.27028,0.26766,0,0.46206
6028,0.26854,0.338951,0.792269,0.26934,0.26774,0,0.46292
6029,0.26897,0.338947,0.793545,0.26798,0.26996,0,0.46206
6030,0.26871,0.338944,0.792786,0.26792,0.2695,0,0.46258
6031,0.26963,0.338941,0.795508,0.27154,0.26772,0,0.46074
6032,0.27068,0.338938,0.798613,0.2702,0.27116,0,0.45864
6033,0.26907,0.338934,0.79387,0.26656,0.27158,0,0.46186
6034,0.26665,0.338931,0.786738,0.26338,0.26992,0,0.4667
6035,0.26797,0.338928,0.79064,0.27024,0.2657,0,0.46406
6036,0.26924,0.338925,0.794395,0.26912,0.26936,0,0.46152
6037,0.26873,0.338921,0.792898,0.27012,0.26734,0,0.46254
6038,0.26866,0.338918,0.792699,0.27024,0.26708,0,0.46268
6039,0.26886,0.338915,0.793296,0.26736,0.27036,0,0.46228
6040,0.27011,0.338912,0.796992,0.26922,0.271,0,0.45978
6041,0.27002,0.338909,0.796734,0.26792,0.27212,0,0.45996
6042,0.26995,0.338905,0.796535,0.27074,0.26916,0,0.4601
6043,0.26833,0.338902,0.791762,0.27028,0.26638,0,0.46334
6044,0.26974,0.338899,0.795931,0.26936,0.27012,0,0.46052
6045,0.2702,0.338896,0.797295,0.27112,0.26928,0,0.4596
6046,0.27023,0.338892,0.797392,0.26974,0.27072,0,0.45954
6047,0.27223,0.338889,0.803301,0.27168,0.27278,0,0.45554
6048,0.27063,0.338886,0.798587,0.26938,0.27188,0,0.45874
6049,0.271,0.338883,0.799686,0.2707,0.2713,0,0.458
6050,0.27005,0.33888,0.796891,0.27148,0.26862,0,0.4599
6051,0.26997,0.338876,0.796662,0.27012,0.26982,0,0.46006
6052,0.26813,0.338873,0.79124,0.26906,0.2672,0,0.46374
6053,0.26811,0.33887,0.791188,0.26754,0.26868,0,0.46378
6054,0.27136,0.338867,0.800787,0.27014,0.27258,0,0.45728
6055,0.2693,0.338864,0.794715,0.27074,0.26786,0,0.4614
6056,0.26976,0.33886,0.79608,0.27082,0.2687,0,0.46048
6057,0.26747,0.338857,0.78933,0.2676,0.26734,0,0.46506
6058,0.26999,0.338854,0.796774,0.2696,0.27038,0,0.46002
6059,0.26911,0.338851,0.794185,0.27058,0.26764,0,0.46178
6060,0.27023,0.338847,0.797497,0.2699,0.27056,0,0.45954
6061,0.27,0.338844,0.796826,0.26986,0.27014,0,0.46
6062,0.27146,0.338841,0.801143,0.27152,0.2714,0,0.45708
6063,0.26969,0.338838,0.795926,0.26962,0.26976,0,0.46062
6064,0.26877,0.338835,0.793219,0.2679,0.26964,0,0.46246
6065,0.26947,0.338831,0.795292,0.26854,0.2704,0,0.46106
6066,0.26839,0.338828,0.792112,0.26778,0.269,0,0.46322
6067,0.26833,0.338825,0.791943,0.26652,0.27014,0,0.46334
6068,0.26569,0.338822,0.784158,0.26238,0.269,0,0.46862
6069,0.27051,0.338819,0.798392,0.27122,0.2698,0,0.45898
6070,0.27063,0.338815,0.798754,0.27282,0.26844,0,0.45874
6071,0.27101,0.338812,0.799883,0.27072,0.2713,0,0.45798
6072,0.26994,0.338809,0.796732,0.27084,0.26904,0,0.46012
6073,0.27006,0.338806,0.797094,0.27004,0.27008,0,0.45988
6074,0.26948,0.338803,0.795389,0.26794,0.27102,0,0.46104
6075,0.26948,0.338799,0.795397,0.26974,0.26922,0,0.46104
6076,0.26817,0.338796,0.791538,0.26774,0.2686,0,0.46366
6077,0.26985,0.338793,0.796504,0.26826,0.27144,0,0.4603
6078,0.26978,0.33879,0.796305,0.26962,0.26994,0,0.46044
6079,0.26823,0.338787,0.791737,0.26686,0.2696,0,0.46354
6080,0.26946,0.338783,0.795375,0.26838,0.27054,0,0.46108
6081,0.26954,0.33878,0.795619,0.27032,0.26876,0,0.46092
6082,0.26771,0.338777,0.790225,0.26962,0.2658,0,0.46458
6083,0.26757,0.338774,0.789819,0.26692,0.26822,0,0.46486
6084,0.26847,0.338771,0.792483,0.2663,0.27064,0,0.46306
6085,0.2682,0.338767,0.791694,0.265,0.2714,0,0.4636
6086,0.26772,0.338764,0.790284,0.26872,0.26672,0,0.46456
6087,0.2692,0.338761,0.79466,0.2693,0.2691,0,0.4616
6088,0.26938,0.338758,0.795199,0.27066,0.2681,0,0.46124
6089,0.2674,0.338755,0.789362,0.26838,0.26642,0,0.4652
6090,0.26818,0.338751,0.791672,0.26772,0.26864,0,0.46364
6091,0.26947,0.338748,0.795487,0.26868,0.27026,0,0.46106
6092,0.26802,0.338745,0.791214,0.2682,0.26784,0,0.46396
6093,0.27083,0.338742,0.799517,0.27178,0.26988,0,0.45834
6094,0.26919,0.338739,0.794683,0.26706,0.27132,0,0.46162
6095,0.27039,0.338736,0.798233,0.27068,0.2701,0,0.45922
6096,0.26805,0.338732,0.791333,0.26596,0.27014,0,0.4639
6097,0.26807,0.338729,0.791399,0.27,0.26614,0,0.46386
6098,0.26956,0.338726,0.795806,0.26806,0.27106,0,0.46088
6099,0.26795,0.338723,0.79106,0.26792,0.26798,0,0.4641
6100,0.26885,0.33872,0.793724,0.26702,0.27068,0,0.4623
6101,0.26841,0.338716,0.792433,0.26818,0.26864,0,0.46318
6102,0.27023,0.338713,0.797814,0.26932,0.27114,0,0.45954
6103,0.26913,0.33871,0.794573,0.27244,0.26582,0,0.46174
6104,0.2706,0.338707,0.798921,0.26972,0.27148,0,0.4588
6105,0.26942,0.338704,0.795445,0.27124,0.2676,0,0.46116
6106,0.26975,0.3387,0.796426,0.26866,0.27084,0,0.4605
6107,0.26926,0.338697,0.794987,0.27026,0.26826,0,0.46148
6108,0.26805,0.338694,0.791422,0.26724,0.26886,0,0.4639
6109,0.26941,0.338691,0.795445,0.27166,0.26716,0,0.46118
6110,0.26985,0.338688,0.796752,0.27018,0.26952,0,0.4603
6111,0.26762,0.338685,0.790175,0.26634,0.2689,0,0.46476
6112,0.26974,0.338681,0.796442,0.26916,0.27032,0,0.46052
6113,0.2713,0.338678,0.801055,0.26956,0.27304,0,0.4574
6114,0.26759,0.338675,0.790108,0.26664,0.26854,0,0.46482
6115,0.27074,0.338672,0.799417,0.27332,0.26816,0,0.45852
6116,0.27225,0.338669,0.803883,0.27292,0.27158,0,0.4555
6117,0.26793,0.338666,0.791135,0.2675,0.26836,0,0.46414
6118,0.26818,0.338662,0.79188,0.2693,0.26706,0,0.46364
6119,0.26953,0.338659,0.795874,0.27004,0.26902,0,0.46094
6120,0.26917,0.338656,0.794818,0.27054,0.2678,0,0.46166
